Fecha;Hora;Airpressure;AirTemp;BatteryVolt;CurrDir;CurrSpeed;GlobalRadia;hm0;hm0a;hm0b;hmax;latitude;Latitude;longitude;Longitude;mdir;mdira;mdirb;tp;WaterTemp;WindDir;WindGust;WindSP
22/12/2018;19:00:00;1030,469;15,83;12,656;319,922;3,809;0;1,797;1,25;1,406;2,734;43,469;43,469;-2,886;-2,886;312,188;313,594;312,188;10,805;14,242;187,734;6,836;4,883
22/12/2018;20:00:00;1030,957;15,654;12,656;333,984;4,98;0;2,031;1,25;1,563;2,734;43,469;43,469;-2,886;-2,886;315;319,219;312,188;10,984;14,242;184,922;6,836;5,078
22/12/2018;21:00:00;1030,957;15,215;12,5;38,672;4,102;0;1,641;0,938;1,328;2,5;43,469;43,469;-2,885;-2,885;312,188;316,406;309,375;10,895;14,242;181,406;6,055;4,492
22/12/2018;22:00:00;1030,957;15,303;12,5;84,375;16,113;0;1,719;0,938;1,406;2,422;43,468;43,468;-2,885;-2,885;306,563;309,375;303,75;10,355;14,242;184,219;6,641;5,078
22/12/2018;23:00:00;1030,957;15,127;12,5;87,188;31,348;0;1,953;1,406;1,406;3,281;43,468;43,468;-2,885;-2,885;309,375;310,781;306,563;10,984;14,242;184,922;4,688;2,539
23/12/2018;0:00:00;1030,469;15,215;12,5;87,891;28,418;0;1,797;1,328;1,25;3,125;43,468;43,468;-2,885;-2,885;309,375;309,375;307,969;10,355;14,242;182,813;5,469;3,125
23/12/2018;1:00:00;1029,98;14,775;12,5;93,867;24,609;0;1,563;1,016;1,172;2,031;43,468;43,468;-2,885;-2,885;310,781;312,188;312,188;10,805;14,242;163,125;8,008;5,859
23/12/2018;2:00:00;1029,492;14,775;12,5;92,461;19,629;0;1,641;1,094;1,25;2,344;43,468;43,468;-2,885;-2,885;310,781;309,375;312,188;9,727;14,242;128,672;6,25;3,711
23/12/2018;3:00:00;1029,492;14,424;12,344;111,445;14,648;0;1,641;1,094;1,25;2,578;43,468;43,468;-2,885;-2,885;316,406;317,813;315;10,984;14,242;144,844;4,688;2,93
23/12/2018;4:00:00;1029,004;13,809;12,5;117,773;13,184;0;1,563;1,016;1,25;2,188;43,468;43,468;-2,886;-2,886;307,969;309,375;307,969;10,805;14,242;151,875;5,273;3,516
23/12/2018;5:00:00;1028,516;13,896;12,344;111,797;7,617;0;1,953;1,172;1,563;3,125;43,469;43,469;-2,886;-2,886;312,188;309,375;312,188;10,625;14,242;156,797;7,227;5,078
23/12/2018;6:00:00;1028,516;13,721;12,344;97,383;7,617;0;1,719;1,094;1,406;2,734;43,469;43,469;-2,886;-2,886;313,594;310,781;315;10,535;14,242;166,641;7,227;4,883
23/12/2018;7:00:00;1029,004;13,809;12,344;95,273;8,789;0;1,875;1,094;1,484;2,813;43,469;43,469;-2,885;-2,885;309,375;307,969;310,781;10,535;14,242;180;8,008;5,469
23/12/2018;8:00:00;1029,492;13,721;12,5;96,68;9,961;15,625;1,797;1,016;1,406;3,203;43,469;43,469;-2,885;-2,885;310,781;305,156;310,781;10,625;14,242;158,203;6,25;4,492
23/12/2018;9:00:00;1029,98;13,984;12,656;101,25;14,355;125;1,797;0,859;1,563;2,5;43,468;43,468;-2,885;-2,885;313,594;312,188;313,594;9,547;14,242;176,484;5,469;3,516
23/12/2018;10:00:00;1030,469;14,072;12,813;99,844;18,75;183,594;1,563;0,938;1,25;2,266;43,468;43,468;-2,885;-2,885;309,375;306,563;312,188;10,625;14,242;189,844;3,516;2,148
23/12/2018;11:00:00;1030,469;14,775;12,969;90,703;20,215;257,813;1,406;0,859;1,172;2,031;43,468;43,468;-2,885;-2,885;305,156;305,156;306,563;10,266;14,242;194,766;2,93;1,563
23/12/2018;12:00:00;1029,492;15,303;13,125;96,328;19,629;308,594;1,406;0,938;1,094;2,188;43,468;43,468;-2,885;-2,885;305,156;300,938;306,563;10,355;14,242;185,625;2,734;1,367
23/12/2018;13:00:00;1029,004;13,896;13,125;99,844;20,508;277,344;1,484;0,938;1,172;2,422;43,468;43,468;-2,885;-2,885;309,375;305,156;312,188;10,445;14,242;70,313;4,102;2,93
23/12/2018;14:00:00;1028,516;13,721;13,125;97,031;16,113;195,313;1,25;0,703;1,016;1,797;43,468;43,468;-2,885;-2,885;307,969;302,344;309,375;9,098;14,242;72,422;3,906;2,93
23/12/2018;15:00:00;1028,027;13,369;12,969;111,445;11,426;85,938;1,25;0,859;1,016;2,422;43,468;43,468;-2,885;-2,885;309,375;305,156;312,188;10,355;14,242;83,672;3,711;2,734
23/12/2018;16:00:00;1028,027;13,369;12,813;120,938;9,668;35,156;1,25;0,781;1,016;1,797;43,468;43,468;-2,886;-2,886;303,75;299,531;305,156;9,547;14,242;73,828;5,078;3,516
23/12/2018;17:00:00;1028,027;13,457;12,656;131,133;3,809;0;1,25;0,781;1,016;1,875;43,468;43,468;-2,886;-2,886;305,156;302,344;306,563;9,816;14,242;70,313;5,273;3,906
23/12/2018;18:00:00;1028,516;13,193;12,656;235,547;1,465;0;1,484;1,094;0,938;2,031;43,468;43,468;-2,886;-2,886;299,531;296,719;302,344;14,848;14,242;65,391;4,102;3,32
23/12/2018;19:00:00;1028,516;12,842;12,656;332,578;1,758;0;1,484;1,25;0,938;2,5;43,469;43,469;-2,886;-2,886;305,156;302,344;309,375;12,602;14,242;196,875;1,953;1,172
23/12/2018;20:00:00;1029,004;13,369;12,656;47,461;7,91;0;1,563;1,172;1,016;2,031;43,468;43,468;-2,885;-2,885;300,938;299,531;302,344;14,668;14,242;275,625;3,711;2,539
23/12/2018;21:00:00;1029,492;13,193;12,656;71,016;11,719;0;1,641;1,25;1,094;2,5;43,468;43,468;-2,885;-2,885;307,969;306,563;310,781;12,512;14,242;227,813;1,563;0,195
23/12/2018;22:00:00;1029,492;12,754;12,5;81,211;17,578;0;1,953;1,484;1,172;2,969;43,468;43,468;-2,885;-2,885;305,156;302,344;309,375;13,32;14,242;152,578;3,516;1,758
23/12/2018;23:00:00;1029,98;12,666;12,5;91,406;18,457;0;1,719;1,484;0,938;2,734;43,468;43,468;-2,885;-2,885;303,75;300,938;310,781;12,781;14,078;94,219;2,539;0,781
24/12/2018;0:00:00;1029,98;12,578;12,5;84,727;18,164;0;1,797;1,328;1,172;3,047;43,468;43,468;-2,885;-2,885;305,156;302,344;309,375;12,152;14,078;157,5;3,125;1,758
24/12/2018;1:00:00;1029,98;12,842;12,5;87,188;14,648;0;1,797;1,406;1,094;2,734;43,468;43,468;-2,885;-2,885;306,563;302,344;310,781;12,961;14,078;198,281;3,32;2,344
24/12/2018;2:00:00;1029,98;12,754;12,5;91,406;14,355;0;1,797;1,406;1,172;2,656;43,468;43,468;-2,885;-2,885;306,563;305,156;307,969;13,859;14,242;9,844;1,953;0,586
24/12/2018;3:00:00;1030,469;12,578;12,5;95,977;9,961;0;1,797;1,484;1,094;2,734;43,468;43,468;-2,885;-2,885;303,75;302,344;307,969;13,68;14,078;349,453;3,32;1,172
24/12/2018;4:00:00;1030,469;11,26;12,5;111,445;5,273;0;1,641;1,25;1,094;2,031;43,468;43,468;-2,885;-2,885;306,563;303,75;309,375;14,398;14,078;40,078;1,953;1,172
24/12/2018;5:00:00;1030,469;10,645;12,344;133,242;2,93;0;1,563;1,25;1,016;2,656;43,468;43,468;-2,886;-2,886;302,344;300,938;303,75;11,883;14,078;77,344;3,125;1,563
24/12/2018;6:00:00;1030,469;10,469;12,5;137,813;1,465;0;1,953;1,641;1,094;3,047;43,468;43,468;-2,886;-2,886;305,156;303,75;306,563;14,039;14,078;80,859;2,93;1,172
24/12/2018;7:00:00;1030,469;10,82;12,5;337,5;2,344;0;1,953;1,719;0,938;2,969;43,468;43,468;-2,886;-2,886;307,969;307,969;307,969;13,5;14,078;74,531;3,906;2,148
24/12/2018;8:00:00;1031,445;10,732;12,5;42,539;2,93;31,25;1,797;1,484;0,938;2,578;43,469;43,469;-2,886;-2,886;306,563;305,156;305,156;13,859;14,078;103,359;2,734;1,563
24/12/2018;9:00:00;1031,934;11,348;12,656;65,391;7,91;74,219;1,719;1,484;0,938;2,734;43,468;43,468;-2,885;-2,885;303,75;300,938;307,969;13,68;14,078;198,281;1,758;0,586
24/12/2018;10:00:00;1031,934;11,348;12,656;74,883;12,012;136,719;1,875;1,641;0,938;2,813;43,468;43,468;-2,885;-2,885;306,563;306,563;306,563;13,68;14,078;171,563;2,344;0,977
24/12/2018;11:00:00;1032,91;11,963;13,125;79,805;16,113;296,875;1,563;1,328;0,938;2,422;43,468;43,468;-2,885;-2,885;305,156;305,156;305,156;13,5;14,078;302,344;1,953;0,781
24/12/2018;12:00:00;1032,422;12,314;13,125;85,781;15,82;308,594;1,719;1,484;0,859;2,422;43,468;43,468;-2,885;-2,885;305,156;305,156;306,563;13,5;14,078;352,266;1,758;0,781
24/12/2018;13:00:00;1031,445;12,227;13,125;91,758;15,82;363,281;1,797;1,563;0,938;2,969;43,468;43,468;-2,885;-2,885;306,563;306,563;307,969;13,68;14,242;82,969;4,688;2,93
24/12/2018;14:00:00;1030,469;12,227;13,125;87,891;6,445;296,875;1,875;1,641;0,938;2,578;43,468;43,468;-2,885;-2,885;303,75;302,344;306,563;13,141;14,242;72,422;7,031;5,078
24/12/2018;15:00:00;1030,469;12,314;12,969;112,5;4,102;164,063;1,719;1,406;1,094;2,813;43,468;43,468;-2,886;-2,886;303,75;302,344;305,156;13,859;14,242;71,016;8,203;6,25
24/12/2018;16:00:00;1029,98;12,227;12,813;293,203;1,172;31,25;1,875;1,641;1,094;2,969;43,468;43,468;-2,886;-2,886;303,75;303,75;306,563;11,883;14,242;73,828;10,156;7,227
24/12/2018;17:00:00;1030,469;12,139;12,656;272,109;4,98;0;1,719;1,406;1,016;2,344;43,468;43,468;-2,886;-2,886;303,75;302,344;312,188;12,512;14,242;76,641;9,18;7,227
24/12/2018;18:00:00;1030,469;12,227;12,656;284,063;8,789;0;1,641;1,406;1,016;2,578;43,468;43,468;-2,886;-2,886;305,156;305,156;310,781;13,68;14,242;87,188;8,398;6,055
24/12/2018;19:00:00;1030,469;11,963;12,656;292,148;8,496;0;1,797;1,563;0,938;2,344;43,468;43,468;-2,886;-2,886;306,563;306,563;316,406;12,961;14,242;88,594;10,352;8,008
24/12/2018;20:00:00;1030,469;11,787;12,656;299,531;11,426;0;1,406;1,094;1,016;2,109;43,468;43,468;-2,886;-2,886;305,156;302,344;319,219;13,68;14,078;90;10,156;7,813
24/12/2018;21:00:00;1031,445;11,787;12,656;342,07;8,203;0;1,25;1,016;0,859;1,875;43,468;43,468;-2,886;-2,886;310,781;307,969;324,844;13,859;14,078;104,766;6,836;4,883
24/12/2018;22:00:00;1031,445;11,699;12,656;36,914;10,84;0;1,25;1,094;0,781;1,797;43,468;43,468;-2,886;-2,886;305,156;300,938;326,25;13,5;14,078;85,781;8,398;6,836
24/12/2018;23:00:00;1031,445;11,611;12,5;36,563;9,961;0;1,25;1,016;0,703;2,344;43,469;43,469;-2,886;-2,886;309,375;305,156;340,313;13,68;14,078;89,297;9,375;6,641
25/12/2018;0:00:00;1031,445;11,523;12,5;51,328;8,496;0;1,172;0,938;0,703;1,953;43,468;43,468;-2,886;-2,886;310,781;307,969;333,281;13,5;14,078;87,188;8,594;6,641
25/12/2018;1:00:00;1030,957;11,348;12,5;70,664;7,91;0;1,328;1,094;0,781;2,188;43,468;43,468;-2,886;-2,886;310,781;309,375;333,281;12,961;14,078;85,078;8,203;6,445
25/12/2018;2:00:00;1030,957;10,82;12,5;66,797;7,91;0;1,406;1,25;0,703;2,031;43,468;43,468;-2,886;-2,886;310,781;307,969;336,094;12,961;14,078;85,078;8,008;5,859
25/12/2018;3:00:00;1030,469;11,436;12,5;359,648;1,465;0;1,094;0,859;0,781;1,953;43,468;43,468;-2,886;-2,886;317,813;315;338,906;12,152;14,242;85,781;9,57;7,422
25/12/2018;4:00:00;1029,492;10,908;12,5;260,859;4,102;0;1,172;1,016;0,781;1,875;43,468;43,468;-2,886;-2,886;306,563;300,938;352,969;12,512;14,242;90;9,961;7,422
25/12/2018;5:00:00;1029,492;10,732;12,5;264,023;11,133;0;1,25;1,016;0,859;2,031;43,468;43,468;-2,886;-2,886;307,969;302,344;348,75;12,332;14,242;87,188;10,742;8,203
25/12/2018;6:00:00;1029,492;10,293;12,5;279,141;14,355;0;1,328;1,016;0,938;1,953;43,468;43,468;-2,886;-2,886;309,375;300,938;354,375;12,781;14,242;84,375;9,766;7,031
25/12/2018;7:00:00;1029,492;10,381;12,5;276,68;16,113;0;1,25;1,016;0,859;2,031;43,468;43,468;-2,886;-2,886;322,031;307,969;9,844;12,961;14,078;84,375;9,961;8,008
25/12/2018;8:00:00;1029,492;10,557;12,5;283,359;19,336;11,719;1,094;0,703;0,938;1,797;43,468;43,468;-2,886;-2,886;316,406;296,719;0;12,512;14,078;86,484;11,133;8,398
25/12/2018;9:00:00;1029,98;10,645;12,5;286,875;14,941;70,313;1,328;0,938;0,938;2,109;43,468;43,468;-2,886;-2,886;323,438;300,938;12,656;12,602;14,078;82,969;10,938;8,008
25/12/2018;10:00:00;1029,98;10,908;12,656;291,445;13,477;125;1,094;0,703;0,938;1,563;43,468;43,468;-2,886;-2,886;341,719;302,344;32,344;12,781;14,078;80,156;10,742;8,203
25/12/2018;11:00:00;1029,492;10,645;12,813;293,906;10,254;175,781;1,172;0,703;1,016;1,875;43,468;43,468;-2,886;-2,886;352,969;303,75;43,594;12,332;14,078;85,781;11,328;8,789
25/12/2018;12:00:00;1029,004;10,557;12,969;307,969;5,566;195,313;0,938;0,547;0,859;1,406;43,468;43,468;-2,886;-2,886;344,531;302,344;39,375;12,602;14,242;78,75;11,914;9,57
25/12/2018;13:00:00;1028,027;10,557;13,125;308,32;4,688;300,781;1,016;0,703;0,859;1,484;43,468;43,468;-2,886;-2,886;350,156;303,75;47,813;12,781;14,242;78,75;11,914;9,57
25/12/2018;14:00:00;1027,051;10,82;13,125;280,195;5,859;226,563;0,938;0,469;0,938;1,641;43,468;43,468;-2,886;-2,886;15,469;302,344;54,844;12,332;14,242;77,344;11,914;8,984
25/12/2018;15:00:00;1027,051;10,908;12,969;270;10,254;121,094;1,016;0,625;0,859;1,641;43,468;43,468;-2,886;-2,886;347,344;306,563;50,625;12,512;14,242;82,969;11,523;9,18
25/12/2018;16:00:00;1027,051;11,699;12,813;272,461;14,648;31,25;0,938;0,547;0,859;1,406;43,468;43,468;-2,886;-2,886;357,188;306,563;49,219;12,332;14,242;75,234;10,938;8,789
25/12/2018;17:00:00;1027,051;12,139;12,656;268,242;18,457;0;0,859;0,547;0,859;1,328;43,468;43,468;-2,886;-2,886;358,594;300,938;52,031;11,523;14,242;80,859;12,5;9,375
25/12/2018;18:00:00;1027,051;12,666;12,656;274,219;20,801;0;0,938;0,625;0,781;1,328;43,468;43,468;-2,886;-2,886;352,969;302,344;50,625;11,613;14,242;86,484;10,938;8,594
25/12/2018;19:00:00;1027,051;12,842;12,656;277,734;18,164;0;0,781;0,391;0,781;1,328;43,468;43,468;-2,886;-2,886;12,656;299,531;43,594;11,523;14,242;80,156;9,375;7,422
25/12/2018;20:00:00;1027,051;12,314;12,656;274,57;17,578;0;0,781;0,391;0,781;1,172;43,468;43,468;-2,886;-2,886;28,125;296,719;45;11,883;14,242;79,453;10,352;8,008
25/12/2018;21:00:00;1027,051;12,49;12,5;274,922;16,699;0;0,859;0,547;0,781;1,406;43,468;43,468;-2,886;-2,886;4,219;306,563;40,781;11,613;14,242;74,531;8,984;7,031
25/12/2018;22:00:00;1027,539;12,227;12,5;276,328;10,84;0;0,859;0,469;0,781;1,641;43,468;43,468;-2,886;-2,886;7,031;307,969;36,563;11,883;14,242;78,047;8,203;6,641
25/12/2018;23:00:00;1027,539;12,402;12,5;301,992;5,859;0;0,859;0,313;0,859;1,25;43,468;43,468;-2,886;-2,886;23,906;303,75;40,781;4,695;14,242;66,797;6,055;4,688
26/12/2018;0:00:00;1027,051;12,666;12,5;302,344;2,051;0;0,859;0,391;0,781;1,328;43,468;43,468;-2,886;-2,886;16,875;305,156;33,75;4,695;14,242;61,172;7,422;4,688
26/12/2018;1:00:00;1027,051;12,314;12,5;174,727;0,586;0;0,781;0,313;0,781;1,172;43,468;43,468;-2,886;-2,886;11,25;303,75;32,344;4,426;14,242;67,5;5,859;4,688
26/12/2018;2:00:00;1027,051;12,93;12,5;291,094;1,172;0;0,781;0,391;0,703;1,016;43,468;43,468;-2,886;-2,886;4,219;300,938;30,938;4,605;14,242;69,609;4,492;2,539
26/12/2018;3:00:00;1027,051;12,842;12,5;264,023;1,465;0;0,703;0,391;0,703;0,938;43,468;43,468;-2,886;-2,886;7,031;299,531;25,313;11,344;14,242;71,016;3,516;1,563
26/12/2018;4:00:00;1026,563;13,105;12,344;262,266;2,344;0;0,703;0,313;0,625;1,172;43,468;43,468;-2,886;-2,886;12,656;296,719;32,344;4,695;14,242;220,078;2,93;1,758
26/12/2018;5:00:00;1026,563;12,754;12,5;277,734;5,859;0;0,703;0,313;0,625;0,938;43,468;43,468;-2,886;-2,886;354,375;303,75;14,063;10,895;14,242;240,469;3,32;2,539
26/12/2018;6:00:00;1026,563;13,018;12,344;254,531;7,617;0;0,625;0,313;0,625;0,859;43,468;43,468;-2,886;-2,886;4,219;305,156;22,5;11,523;14,242;187,734;5,664;3,125
26/12/2018;7:00:00;1027,051;12,754;12,344;264,727;7,324;0;0,547;0,313;0,547;0,938;43,469;43,469;-2,886;-2,886;345,938;295,313;11,25;11,793;14,242;180,703;8,398;6,25
26/12/2018;8:00:00;1027,051;12,754;12,5;320,977;8,789;15,625;0,625;0,391;0,547;0,938;43,469;43,469;-2,886;-2,886;333,281;299,531;4,219;11,254;14,242;179,297;8,203;6,055
26/12/2018;9:00:00;1028,027;12,578;12,656;341,016;10,84;89,844;0,547;0,313;0,469;0,703;43,469;43,469;-2,886;-2,886;337,5;310,781;355,781;11,344;14,078;187,734;5,469;4,102
26/12/2018;10:00:00;1028,516;12,754;12,813;344,531;9,082;183,594;0,469;0,313;0,391;0,703;43,469;43,469;-2,886;-2,886;334,688;309,375;358,594;10,805;14,242;175,078;7,031;5,078
26/12/2018;11:00:00;1028,516;13,457;13,125;17,227;6,152;285,156;0,469;0,234;0,391;0,703;43,469;43,469;-2,885;-2,885;336,094;299,531;354,375;11,523;14,242;177,188;4,492;3,125
26/12/2018;12:00:00;1028,027;13,896;13,125;63,633;9,961;312,5;0,469;0,313;0,391;0,703;43,468;43,468;-2,885;-2,885;317,813;296,719;336,094;11,523;14,242;210,234;4,688;3,32
26/12/2018;13:00:00;1027,539;12,666;13,125;83,672;18,75;242,188;0,469;0,234;0,391;0,625;43,468;43,468;-2,885;-2,885;326,25;302,344;340,313;11,164;14,242;272,109;5,664;4,492
26/12/2018;14:00:00;1027,539;12,93;13,125;92,109;19,043;253,906;0,469;0,234;0,391;0,625;43,468;43,468;-2,885;-2,885;317,813;300,938;333,281;11,164;14,242;280,547;5,664;4,297
26/12/2018;15:00:00;1027,539;12,49;12,969;0;0;97,656;0,469;0,234;0,391;0,625;43,468;43,468;-2,885;-2,885;315;289,688;327,656;9,457;14,200;290,391;5,664;4,102
26/12/2018;16:00:00;1027,051;12,578;12,813;121,289;14,063;66,406;0,469;0,234;0,391;0,625;43,468;43,468;-2,885;-2,885;313,594;306,563;317,813;10,625;14,242;293,906;4,102;3,125
26/12/2018;17:00:00;1027,051;12,49;12,656;153,984;10,254;0;0,391;0,234;0,391;0,625;43,468;43,468;-2,885;-2,885;316,406;302,344;320,625;10,535;14,242;292,5;3,32;2,539
26/12/2018;18:00:00;1027,539;12,49;12,656;182,461;6,738;0;0,469;0,234;0,391;0,781;43,468;43,468;-2,885;-2,885;313,594;298,125;319,219;10,445;14,242;292,5;2,93;1,953
26/12/2018;19:00:00;1027,539;12,051;12,656;203,555;6,445;0;0,469;0,234;0,391;0,781;43,468;43,468;-2,886;-2,886;305,156;289,688;312,188;10,535;14,242;246,797;2,344;1,367
26/12/2018;20:00:00;1027,539;11,699;12,656;214,805;3,516;0;0,391;0,234;0,391;0,703;43,468;43,468;-2,886;-2,886;309,375;302,344;309,375;9,996;14,242;145,547;0,977;0,391
26/12/2018;21:00:00;1027,539;11,963;12,656;320,273;2,93;0;0,469;0,313;0,391;0,781;43,468;43,468;-2,886;-2,886;302,344;295,313;303,75;10,445;14,242;182,109;2,734;1,953
26/12/2018;22:00:00;1027,539;11,699;12,5;53,789;3,223;0;0,469;0,234;0,391;0,625;43,468;43,468;-2,885;-2,885;305,156;295,313;307,969;10,355;14,242;143,438;3,125;1,953
26/12/2018;23:00:00;1027,539;11,963;12,5;53,789;8,789;0;0,469;0,313;0,391;0,703;43,468;43,468;-2,885;-2,885;305,156;302,344;307,969;10,445;14,242;177,188;3,711;3,125
27/12/2018;0:00:00;1027,539;11,699;12,5;82,266;12,012;0;0,469;0,313;0,313;0,703;43,468;43,468;-2,885;-2,885;300,938;292,5;309,375;10,984;14,242;143,438;2,344;1,758
27/12/2018;1:00:00;1027,051;11,436;12,5;79,805;14,648;0;0,391;0,234;0,391;0,547;43,468;43,468;-2,885;-2,885;298,125;292,5;302,344;10,625;14,242;162,422;4,297;2,734
27/12/2018;2:00:00;1027,051;11,611;12,5;93,516;14,941;0;0,391;0,234;0,313;0,625;43,468;43,468;-2,885;-2,885;303,75;300,938;305,156;9,727;14,242;173,672;3,32;2,539
27/12/2018;3:00:00;1027,539;11,26;12,5;95,977;16,113;0;0,391;0,156;0,313;0,625;43,468;43,468;-2,885;-2,885;303,75;298,125;306,563;9,457;14,242;180;4,102;3,125
27/12/2018;4:00:00;1027,051;11,172;12,5;98,438;12,891;0;0,313;0,156;0,313;0,703;43,468;43,468;-2,885;-2,885;302,344;293,906;303,75;8,828;14,242;195,469;4,102;3,32
27/12/2018;5:00:00;1027,051;10,381;12,5;117,07;9,961;0;0,391;0,156;0,313;0,469;43,468;43,468;-2,885;-2,885;306,563;302,344;309,375;9,906;14,078;193,359;4,297;3,516
27/12/2018;6:00:00;1027,051;10,293;12,5;123,047;7,031;0;0,313;0,156;0,313;0,547;43,468;43,468;-2,885;-2,885;306,563;302,344;309,375;10,445;14,078;182,109;3,711;2,93
27/12/2018;7:00:00;1027,051;9,854;12,5;128,32;5,859;0;0,391;0,156;0,313;0,469;43,468;43,468;-2,885;-2,885;306,563;302,344;309,375;10,266;14,078;172,266;3,711;3,125
27/12/2018;8:00:00;1027,539;10,205;12,5;139,219;4,102;15,625;0,313;0,156;0,313;0,469;43,468;43,468;-2,885;-2,885;299,531;293,906;300,938;9,996;14,078;185,625;4,883;3,711
27/12/2018;9:00:00;1028,027;10,381;12,656;131,484;4,688;105,469;0,313;0,078;0,313;0,469;43,469;43,469;-2,885;-2,885;300,938;296,719;300,938;9,457;14,078;182,813;3,906;2,93
27/12/2018;10:00:00;1028,516;11,348;12,969;88,945;5,566;214,844;0,391;0,156;0,391;0,625;43,468;43,468;-2,885;-2,885;300,938;300,938;300,938;10,176;14,078;161,719;3,516;2,734
27/12/2018;11:00:00;1028,516;12,402;13,125;81,914;9,375;300,781;0,313;0,078;0,313;0,625;43,468;43,468;-2,885;-2,885;306,563;306,563;306,563;9,727;14,078;163,828;2,734;1,953
27/12/2018;12:00:00;1028,027;12,402;13,125;75,586;13,184;339,844;0,313;0,078;0,313;0,469;43,468;43,468;-2,885;-2,885;302,344;305,156;303,75;9,367;14,242;57,656;2,344;1,563
27/12/2018;13:00:00;1027,539;12,402;13,125;93,867;13,477;343,75;0,391;0,156;0,313;0,469;43,468;43,468;-2,885;-2,885;303,75;302,344;305,156;9,816;14,242;79,453;3,32;2,539
27/12/2018;14:00:00;1027,051;11,963;12,969;92,813;8,496;117,188;0,391;0,156;0,391;0,625;43,468;43,468;-2,885;-2,885;300,938;305,156;302,344;9,367;14,242;67,5;4,688;3,906
27/12/2018;15:00:00;1027,051;12,139;12,813;100,898;8,203;97,656;0,391;0,156;0,391;0,625;43,468;43,468;-2,885;-2,885;305,156;306,563;306,563;9,816;14,242;68,203;5,078;4,102
27/12/2018;16:00:00;1027,539;12,314;12,969;95,625;7,617;117,188;0,391;0,078;0,391;0,781;43,468;43,468;-2,885;-2,885;298,125;298,125;302,344;9,457;14,242;68,906;5,859;4,492
27/12/2018;17:00:00;1027,539;12,139;12,656;106,523;4,395;0;0,391;0,078;0,391;0,625;43,468;43,468;-2,886;-2,886;303,75;296,719;309,375;8,828;14,242;65,391;6,641;5,469
27/12/2018;18:00:00;1028,027;12,139;12,656;68,203;2,051;0;0,313;0,078;0,391;0,547;43,468;43,468;-2,886;-2,886;298,125;291,094;315;9,277;14,242;73,828;5,273;4,297
27/12/2018;19:00:00;1029,004;12,227;12,656;86,484;1,172;0;0,313;0,156;0,313;0,625;43,468;43,468;-2,886;-2,886;303,75;303,75;313,594;8,918;14,242;69,609;5,859;4,102
27/12/2018;20:00:00;1029,004;11,875;12,656;49,219;0,586;0;0,313;0,156;0,313;0,547;43,468;43,468;-2,886;-2,886;305,156;305,156;310,781;9,277;14,242;42,891;5,664;4,492
27/12/2018;21:00:00;1029,492;12,051;12,656;62,93;1,172;0;0,313;0,156;0,313;0,469;43,468;43,468;-2,886;-2,886;303,75;312,188;319,219;9,008;14,242;27,422;3,906;2,93
27/12/2018;22:00:00;1029,98;11,875;12,656;85,781;2,051;0;0,313;0,156;0,313;0,469;43,468;43,468;-2,885;-2,885;306,563;305,156;313,594;13,859;14,242;179,297;3,711;2,93
27/12/2018;23:00:00;1029,98;11,523;12,5;84,727;11,133;0;0,313;0,156;0,313;0,469;43,468;43,468;-2,885;-2,885;310,781;309,375;315;9,727;14,078;190,547;4,297;3,711
28/12/2018;0:00:00;1029,98;11,611;12,5;84,023;16,699;0;0,313;0,156;0,313;0;43,468;43,468;-2,885;-2,885;307,969;307,969;307,969;9,637;13,914;189,141;4,492;3,516
28/12/2018;1:00:00;1030,469;11,523;12,5;81,563;19,336;0;0,313;0,156;0,234;0;43,468;43,468;-2,885;-2,885;303,75;303,75;305,156;9,188;13,914;187,734;4,297;3,32
28/12/2018;2:00:00;1030,469;11,611;12,5;76,992;22,852;0;0,391;0,156;0,313;0,547;43,468;43,468;-2,885;-2,885;312,188;312,188;312,188;9,727;13,750;191,25;4,883;4,102
28/12/2018;3:00:00;1030,469;11,172;12,5;83,672;21,68;0;0,313;0,156;0,313;0,547;43,468;43,468;-2,885;-2,885;306,563;312,188;307,969;9,277;13,914;193,359;5,078;4,297
28/12/2018;4:00:00;1030,469;11,523;12,5;90,703;22,852;0;0,391;0,156;0,313;0,469;43,468;43,468;-2,885;-2,885;312,188;315;312,188;9,188;13,914;184,922;5,078;3,906
28/12/2018;5:00:00;1030,469;11,699;12,5;101,953;17,578;0;0,313;0,156;0,313;0,547;43,468;43,468;-2,885;-2,885;307,969;312,188;309,375;8,738;14,078;193,359;5,664;4,492
28/12/2018;6:00:00;1030,469;11,875;12,5;89,648;19,922;0;0,313;0,156;0,313;0,547;43,468;43,468;-2,885;-2,885;309,375;315;307,969;8,648;13,914;181,406;3,125;2,344
28/12/2018;7:00:00;1030,957;11,699;12,5;118,828;9,961;0;0,391;0,234;0,391;0,625;43,468;43,468;-2,885;-2,885;307,969;309,375;309,375;9,188;14,078;203,906;2,539;1,758
28/12/2018;8:00:00;1031,934;11,436;12,5;137,813;7,324;3,906;0,391;0,234;0,313;0,547;43,468;43,468;-2,885;-2,885;307,969;309,375;307,969;15,027;14,078;246,797;2,734;1,953
28/12/2018;9:00:00;1032,422;10,645;12,5;140,273;6,445;23,438;0,391;0,313;0,313;0,547;43,468;43,468;-2,885;-2,885;310,781;310,781;310,781;14,848;13,914;249,609;5,078;4,297
