Fecha;Hora;Airpressure;AirTemp;BatteryVolt;CardNo;Charged;CurrDir;CurrSpeed;Discharged;GlobalRadia;hm0;hm0a;hm0b;hmax;mdir;mdira;mdirb;sprtp;thhf;thmax;tm01;tm02;tm02a;tm02b;tp;WaterTemp;WindDir;WindGust;WindSP
07/06/2019;11:00:00;1015,344;16,006;13,643;1;0,363;101,953;41,016;0,164;912,109;4,727;3,672;3,008;7,891;295,313;293,906;298,125;40,43;288,984;9,375;9,258;8,73;11,66;6,211;11,367;17,3140;0;0;0
07/06/2019;12:00:00;1016,985;15,742;13,594;1;0,34;94,219;49,219;0,176;877,93;4,453;3,164;3,164;7,109;303,047;307,266;298,828;38,672;298,125;9,961;8,672;8,145;11,719;6,035;12,363;17,1680;0;0;0
07/06/2019;13:00:00;1017,498;15,698;13,623;1;0,328;109,688;50,977;0,176;859,375;3,906;2,695;2,852;6,016;301,641;301,641;300,938;45,352;296,719;10,313;8,438;7,852;11,484;5,742;11,133;17,1190;0;0;0
07/06/2019;14:00:00;1018,369;15,742;13,633;1;0,316;115,313;48,633;0,176;791,016;3,945;2,695;2,969;6,25;304,453;306,563;301,641;42,188;295,313;10,43;8,32;7,734;11,367;5,859;11,016;17,1190;0;0;0
07/06/2019;15:00:00;1019,753;15,435;13,643;1;0,305;118,828;43,945;0,176;705,078;4,336;3,203;2,969;7,031;297,422;296,016;296,719;41,484;298,828;9,375;8,789;8,203;11,426;6,035;12,07;17,1190;0;0;0
07/06/2019;16:00:00;1020,42;15,566;13,643;1;0,258;120,234;32,227;0,141;216,797;4,688;3,75;2,891;6,484;296,719;296,016;297,422;33,398;291,797;10,43;9,375;8,848;11,426;6,27;11,777;17,1680;0;0;0
07/06/2019;17:00:00;1021,292;15,479;13,662;1;0,27;122,344;25,781;0,152;479,492;3,945;2,852;2,813;6,797;298,828;301,641;296,719;20,391;293,203;10,313;8,672;8,203;11,191;6,152;11,367;17,2170;0;0;0
07/06/2019;18:00:00;1022,112;15,391;13,525;1;0,164;155,391;15,82;0,082;112,305;3,711;2,461;2,813;6,641;296,719;297,422;293,906;16,523;273,516;10,078;8,32;7,91;11,074;6,211;11,25;17,2660;0;0;0
07/06/2019;19:00:00;1022,83;15,303;13,145;1;0,023;173,672;7,031;0,094;30,273;3,32;2,188;2,539;6,25;296,719;301,641;293,203;24,609;277,734;9,023;8,32;7,852;10,898;6,328;10,781;17,3140;0;0;0
07/06/2019;20:00:00;1023,394;15,303;12,725;1;0;47,813;8,203;0,211;1,953;3,203;1,836;2,617;6,484;299,531;303,047;298,125;14,766;262,266;8,672;7,969;7,559;10,84;6,387;9,375;17,3140;0;0;0
07/06/2019;21:00:00;1024,009;15,303;12,637;1;0;75,234;9,961;0,258;0,977;3,086;1,953;2,461;5,313;306,563;313,594;303,047;15,82;272,813;7,969;8,32;7,91;11,016;6,387;11,133;17,2660;0;0;0
07/06/2019;22:00:00;1024,624;15,171;12,627;1;0;72,422;24,023;0,258;0,977;2,93;1,992;2,188;4,844;307,969;312,188;305,156;14,766;283,359;9,023;8,555;8,145;10,723;6,445;10,547;17,1680;0;0;0
07/06/2019;23:00:00;1024,932;14,951;12,627;1;0;79,453;46,875;0,258;0,977;3,047;1,953;2,383;4,375;309,375;311,484;307,969;16,172;279,141;9,375;8,438;8,086;10,781;6,621;10,781;17,3140;0;0;0
08/06/2019;0:00:00;1025,342;14,907;12,617;1;0;77,344;45,703;0,258;0,977;2,695;1,758;2,07;3,75;304,453;304,453;305,156;21,445;286,172;8,672;8,555;8,145;10,898;6,563;10,664;17,3630;0;0;0
08/06/2019;1:00:00;1025,496;14,907;12,656;1;0;78,047;51,563;0,258;0,977;2,969;1,953;2,266;4,844;306,563;306,563;305,156;19,688;293,906;9,258;8,672;8,262;10,605;6,855;10,254;17,4610;0;0;0
08/06/2019;2:00:00;1025,393;14,424;12,627;1;0;85,078;50,391;0,258;0,977;2,93;1,289;2,656;3,828;305,859;303,047;305,156;16,523;266,484;9,375;8,438;8,086;10,605;7,383;9,727;17,5100;0;0;0
08/06/2019;3:00:00;1025,239;14,204;12,627;1;0;69,609;63,281;0,258;0;2,734;1,172;2,5;4,297;306,563;306,563;307,266;23,555;300,938;9,258;8,086;7,734;10,371;7,031;9,727;17,6070;0;0;0
08/06/2019;4:00:00;1025,188;13,721;12,598;1;0;75,234;60,352;0,258;0;2,422;0,859;2,266;3,438;306,563;302,344;306,563;30,586;300,234;8,086;7,852;7,5;10,547;6,855;9,551;17,5100;0;0;0
08/06/2019;5:00:00;1025,444;13,501;12,617;1;0;71,016;60,938;0,223;32,227;2,461;0,82;2,344;4,063;307,266;309,375;307,266;27,07;324,141;8,438;7,852;7,559;10,547;6,973;9,492;17,3630;0;0;0
08/06/2019;6:00:00;1026,06;13,94;12,891;1;0,105;70,313;60,938;0,035;161,133;2,617;0,586;2,578;3,594;303,047;305,156;303,75;23,555;281,25;8,672;7,852;7,5;10,488;7,148;9,316;17,2170;0;0;0
08/06/2019;7:00:00;1026,265;14,6;13,154;1;0,34;64,688;53,906;0,012;151,367;2,305;0,664;2,227;4,453;305,859;312,188;306,563;30,938;337,5;8,555;7,734;7,441;10,371;6,973;9,727;17,1680;0;0;0
08/06/2019;8:00:00;1026,418;15,259;14,033;1;0,691;64,688;50,977;0,012;498,047;2,227;0,586;2,148;2,969;307,266;307,266;307,969;27,422;233,438;7,969;7,617;7,324;10,488;6,914;9,492;17,1680;0;0;0
08/06/2019;9:00:00;1026,213;15,171;13,633;1;0,691;55,547;46,289;0,094;575,195;2,227;0,508;2,188;3,672;311,484;320,625;312,188;21,445;40,781;7,969;7,383;7,09;10,605;6,621;9,141;17,2170;0;0;0
08/06/2019;10:00:00;1025,803;15,127;13,623;1;0,48;66,797;46,289;0,129;722,656;2,07;0,586;1,992;2,969;312,188;315,703;312,891;23,555;70,313;8,906;7,383;7,09;10,313;6,563;9,727;17,2170;0;0;0
08/06/2019;11:00:00;1025,444;15,127;13,623;1;0,375;62,578;48,047;0,152;764,648;1,914;0,625;1,836;3,047;319,922;322,734;320,625;28,477;42,891;7,734;7,383;7,148;10,254;6,504;8,848;17,2660;0;0;0
08/06/2019;12:00:00;1024,932;15,215;13,623;1;0,34;66,797;57,422;0,164;848,633;1,914;0,586;1,836;2,813;321,328;323,438;322,734;26,367;92,109;7,969;7,5;7,266;10,43;6,504;9,551;17,2170;0;0;0
08/06/2019;13:00:00;1024,163;15,347;13,652;1;0,316;71,719;55,664;0,152;858,398;1,563;0,547;1,523;2,344;319,219;312,891;322,031;23,906;69,609;7,617;7,148;6,797;10,664;5,977;9,141;17,2170;0;0;0
08/06/2019;14:00:00;1023,496;15,566;13,623;1;0,305;74,531;46,875;0,164;726,563;1,484;0,547;1,445;2,578;319,922;321,328;324,141;20,391;78,047;7,852;7,383;6,973;10,254;6,094;9,375;17,3140;0;0;0
08/06/2019;15:00:00;1022,778;15,522;13,633;1;0,293;80,859;38,086;0,164;652,344;1,523;0,391;1,484;2,734;319,219;325,547;322,734;23,906;63,281;8,555;7,266;6,914;10,547;6,152;8,965;17,3140;0;0;0
08/06/2019;16:00:00;1022,317;15,566;13,633;1;0,27;86,484;32,227;0,141;238,281;1,367;0,313;1,367;1,875;326,25;344,531;331,875;24,961;56,25;9,258;6,914;6,445;10,371;5,684;9,375;17,3140;0;0;0
08/06/2019;17:00:00;1022,214;15,566;13,643;1;0,234;90;26,367;0,117;172,852;1,445;0,313;1,445;2,578;331,172;329,766;337,5;17,227;56,25;7,969;6,797;6,387;10,488;5,625;8,965;17,3140;0;0;0
08/06/2019;18:00:00;1022,163;15,654;13,447;1;0,129;97,734;22,852;0,07;72,266;1,563;0,234;1,602;2,5;331,172;324,844;334,688;18,281;57,656;8,906;7,031;6,621;10,547;6,035;9,141;17,2660;0;0;0
08/06/2019;19:00:00;1022,214;15,61;12,93;1;0;43,594;22,266;0,152;13,672;1,484;0,195;1,523;2,813;331,172;317,813;334,688;20,742;56,25;7,734;6,68;6,27;10,547;5,684;8,555;17,2170;0;0;0
08/06/2019;20:00:00;1022,266;15,654;12,676;1;0;42,188;22,266;0,246;0,977;1,719;0,156;1,719;2,422;330,469;326,953;333,281;21,094;63,984;7,734;6,914;6,504;10,371;6,035;8,73;17,1190;0;0;0
08/06/2019;21:00:00;1022,778;15,654;12,666;1;0;30,938;16,992;0,258;0,977;1,797;0,195;1,836;2,969;336,797;326,25;338,906;22,148;45,703;7,852;6,68;6,328;10,605;5,859;8,027;16,9730;0;0;0
08/06/2019;22:00:00;1022,932;15,522;12,627;1;0;338,906;10,547;0,258;0,977;1,758;0,195;1,797;2,734;337,5;326,25;340,313;22,5;36,563;8,203;6,328;6,094;10,43;5,625;8,145;16,9730;0;0;0
08/06/2019;23:00:00;1022,317;15,522;12,646;1;0;338,906;12,305;0,258;0,977;1,68;0,156;1,719;2,734;336,797;329,063;339,609;26,016;30,938;7,148;6,445;6,211;10,781;5,742;7,734;16,9240;0;0;0
09/06/2019;0:00:00;1021,958;15,347;12,637;1;0;340,313;13,477;0,258;0,977;1,836;0,195;1,836;3,125;333,984;317,109;336,094;27,773;26,016;6,328;6,445;6,152;10,664;5,684;7,852;16,9240;0;0;0
09/06/2019;1:00:00;1021,445;15,171;12,646;1;0;357,188;6,445;0,258;0,977;1,68;0,195;1,719;2,578;334,688;306,563;337,5;28,477;28,125;5,625;6,328;6,094;10,723;5,508;7,734;16,8260;0;0;0
09/06/2019;2:00:00;1020,779;15,171;12,627;1;0;333,281;5,859;0,258;0,977;1,602;0,156;1,641;2,422;335,391;331,172;338,906;24,609;30,938;7,031;6,211;6,035;10,898;5,449;7,793;16,8750;0;0;0
09/06/2019;3:00:00;1020,061;14,907;12,607;1;0;71,016;1,758;0,258;0;1,68;0,234;1,719;2,578;338,203;305,859;341,016;33,75;7,031;5,859;6,211;5,977;10,43;5,449;8,027;16,8750;0;0;0
09/06/2019;4:00:00;1019,292;14,863;12,578;1;0;80,859;2,344;0,258;0,977;1,563;0,156;1,602;2,188;341,016;304,453;343,828;27,422;18,281;5,977;6,094;5,859;10,664;5,332;8,379;16,8750;0;0;0
09/06/2019;5:00:00;1018,984;15,259;12,588;1;0;336,094;6,445;0,258;3,906;1,68;0,156;1,719;3,438;352,969;310,078;355,078;29,18;14,766;6,328;5,859;5,625;10,664;5,156;8,145;16,9240;0;0;0
09/06/2019;6:00:00;1019,087;15,61;12,578;1;0;345,938;10,547;0,258;8,789;1,68;0,273;1,719;3,203;357,188;310,078;0,703;30,938;28,828;5,742;5,859;5,625;10,605;5,039;5,801;16,9240;0;0;0
09/06/2019;7:00:00;1019,241;15,742;12,725;1;0,012;315;19,922;0,105;112,305;1,719;0,195;1,758;2,656;352,266;310,078;355,781;31,992;43,594;6,797;5,977;5,684;10,664;5,215;5,977;16,9730;0;0;0
09/06/2019;8:00:00;1019,446;15,918;13,232;1;0,387;314,297;23,438;0,012;226,563;1,523;0,234;1,563;2,422;352,266;323,438;356,484;37,969;42,891;6,563;6,094;5,918;10,547;5,332;5,742;16,9730;0;0;0
09/06/2019;9:00:00;1019,189;15,347;13,301;1;0,328;338,203;20,508;0,012;271,484;1,563;0,195;1,602;2,344;348,047;319,219;350,156;23,555;19,688;7,266;6,563;6,211;10,605;5,625;9,199;16,9730;0;0;0
09/06/2019;10:00:00;1019,292;14,688;13,252;1;0,691;348,047;26,367;0,059;206,055;1,484;0,195;1,523;2,656;348,75;316,406;350,156;30,234;21,797;6,211;6,211;5,918;10,547;5,449;8,848;17,0210;0;0;0
09/06/2019;11:00:00;1019,292;14,688;13,301;1;0,375;2,813;24,023;0,059;235,352;1,563;0,195;1,602;2,5;339,609;320,625;336,797;16,523;285,469;8,086;6,563;6,328;10,605;5,508;8,379;16,9730;0;0;0
09/06/2019;12:00:00;1019,805;14,951;13,652;1;0,539;5,625;20,508;0,059;371,094;1,523;0,156;1,563;2,109;341,719;322,031;336,094;20,391;278,438;5,977;6,445;6,152;10,957;5,391;8,555;16,9730;0;0;0
09/06/2019;13:00:00;1020,061;14,688;13,623;1;0,457;34,453;17,578;0,094;315,43;1,445;0,156;1,484;2,422;344,531;309,375;339,609;18,984;271,406;5,977;6,328;6,152;10,664;5,332;8,32;17,0210;0;0;0
09/06/2019;14:00:00;1019,907;14,951;13,262;1;0,141;30,234;4,102;0,07;108,398;1,367;0,117;1,406;2,109;345,938;324,141;342,422;24,258;275,625;6,797;6,328;6,152;11,016;5,449;7,559;17,0210;0;0;0
09/06/2019;15:00:00;1020,164;14,775;13,213;1;0,105;175,781;3,516;0,059;93,75;1,484;0,078;1,523;2,5;350,859;307,266;349,453;35,156;317,109;6,797;5,977;5,801;10,605;5,273;8,027;16,8750;0;0;0
09/06/2019;16:00:00;1020,522;14,688;12,852;1;0;159,609;15,234;0,129;20,508;1,484;0,117;1,563;2,266;346,641;312,188;346,641;23,906;339,609;6,445;5,742;5,566;11,25;4,98;7,559;16,8750;0;0;0
09/06/2019;17:00:00;1020,881;13,94;12,793;1;0;151,875;19,336;0,141;91,797;1,367;0,156;1,445;1,875;341,016;305,156;341,719;27,422;338,906;5,156;5,625;5,332;10,723;4,688;7,559;16,9240;0;0;0
09/06/2019;18:00:00;1021,292;14,38;12,783;1;0,035;153,984;18,164;0,082;76,172;1,484;0,078;1,563;2,344;333,281;295,313;335,391;22,148;343,828;5,859;5,625;5,391;11,484;4,688;7,734;16,9730;0;0;0
09/06/2019;19:00:00;1021,958;14,336;12,734;1;0;181,406;11,133;0,129;13,672;1,445;0,117;1,484;2,656;336,797;299,531;338,203;22,852;355,781;6,094;5,508;5,332;10,957;4,746;7,031;16,9730;0;0;0
09/06/2019;20:00:00;1022,317;14,468;12,676;1;0;213,047;12,305;0,246;1,953;1,445;0,078;1,484;2,578;338,203;319,219;339,609;27,422;17,578;5,391;5,625;5,449;12,539;4,922;7,559;16,9240;0;0;0
09/06/2019;21:00:00;1022,676;14,468;12,646;1;0;243,281;9,961;0,258;0,977;1,484;0,117;1,523;2,344;329,766;291,797;331,172;27,07;353,672;5,039;5,742;5,508;10,781;4,98;7,617;16,9240;0;0;0
09/06/2019;22:00:00;1023,291;14,512;12,617;1;0;279,141;12,305;0,258;0,977;1,289;0,117;1,328;2,109;328,359;318,516;331,172;31,289;359,297;5,508;5,625;5,508;11,133;4,922;4,863;16,9730;0;0;0
09/06/2019;23:00:00;1023,547;14,248;12,627;1;0;298,125;13,477;0,258;0;1,172;0,117;1,211;2,031;329,766;307,266;331,172;18,984;332,578;6,094;5,742;5,449;11,25;4,746;8,73;16,9730;0;0;0
10/06/2019;0:00:00;1023,137;14,204;12,588;1;0;333,984;8,789;0,258;0,977;1,133;0,117;1,211;1,484;337,5;311,484;338,203;30,586;321,328;6,211;5,508;5,273;10,898;4,688;5,977;16,9240;0;0;0
10/06/2019;1:00:00;1022,83;13,984;12,578;1;0;323,438;2,93;0,258;0,977;1,133;0,117;1,172;1,719;337,5;309,375;337,5;32,695;331,875;5,977;5,508;5,332;11,016;4,746;5,684;16,9240;0;0;0
10/06/2019;2:00:00;1022,368;14,028;12,578;1;0;83,672;2,93;0,258;0,977;1,055;0,117;1,094;1,719;341,719;306,563;341,016;22,148;317,813;6,211;5,508;5,391;10,781;4,746;7,559;16,8750;0;0;0
10/06/2019;3:00:00;1022,009;13,896;12,559;1;0;140,625;4,102;0,258;0;0,938;0,117;0,977;1,328;340,313;315;340,313;35,508;332,578;5,742;5,625;5,391;10,723;4,688;5,391;16,8750;0;0;0
10/06/2019;4:00:00;1021,497;13,809;12,539;1;0;105,469;10,547;0,258;0;0,898;0,117;0,938;1,328;336,094;305,156;336,797;24,609;318,516;5,859;5,625;5,449;10,43;4,805;7,91;16,8750;0;0;0
10/06/2019;5:00:00;1021,702;13,809;12,588;1;0;102,656;14,648;0,234;30,273;0,977;0,078;1,016;1,641;341,016;303,75;341,719;19,688;336,094;5,391;5,742;5,508;10,605;4,922;5,273;16,8260;0;0;0
10/06/2019;6:00:00;1022,009;13,853;12,734;1;0,047;112,5;11,133;0,047;126,953;0,938;0,078;0,938;1,406;341,016;300,938;342,422;27,422;331,172;5,273;5,742;5,508;11,309;4,98;5,508;16,8750;0;0;0
10/06/2019;7:00:00;1022,266;13,984;13,154;1;0,398;150,469;7,031;0,012;255,859;0,898;0,078;0,938;1,406;341,719;314,297;343,125;35,859;0;5,508;5,508;5,391;10,723;4,805;5,625;16,9240;0;0;0
10/06/2019;8:00:00;1022,163;13,94;13,701;1;0,445;147,656;2,93;0,012;366,211;0,859;0,078;0,898;1,25;334,688;308,672;336,797;26,719;350,859;7,5;5,742;5,566;10,605;4,98;7,559;16,8750;0;0;0
10/06/2019;9:00:00;1021,804;14,028;13,643;1;0,949;215,859;1,758;0,023;504,883;0,859;0,078;0,898;1,328;335,391;309,375;337,5;27,07;357,188;5,625;5,742;5,508;11,191;4,98;6,563;16,9240;0;0;0
10/06/2019;10:00:00;1021,753;14,116;13,652;1;0,668;265,781;2,93;0,094;471,68;0,859;0,078;0,898;1,328;335,391;315;336,094;41,836;335,391;5,859;5,625;5,508;10,898;4,922;6,504;16,9730;0;0;0
10/06/2019;11:00:00;1021,548;14,204;13,643;1;0,551;246,094;2,93;0,129;757,813;0,898;0,078;0,938;1,406;339,609;307,266;340,313;28,125;300,938;6,211;5,625;5,391;11,016;4,922;6,855;17,0210;0;0;0
10/06/2019;12:00:00;1021,497;14,336;13,623;1;0,434;153,984;2,93;0,152;859,375;0,938;0,117;0,977;1,406;330,469;311,484;333,984;21,094;8,438;6,914;5,742;5,508;10,605;4,98;7,793;17,1680;0;0;0
10/06/2019;13:00:00;1021,24;14,6;13,604;1;0,375;88,594;5,273;0,164;900,391;0,938;0,078;0,977;1,641;332,578;307,266;334,688;20,742;349,453;6,328;5,742;5,566;11,074;4,98;7,09;17,3140;0;0;0
10/06/2019;14:00:00;1020,471;14,731;13,613;1;0,34;117,422;9,375;0,152;416,016;0,859;0,117;0,898;1,25;338,906;316,406;342,422;26,016;345,234;7,031;5,508;5,273;10,84;4,746;7,266;17,3630;0;0;0
10/06/2019;15:00:00;1020,164;14,688;13,604;1;0,293;97,031;11,133;0,129;295,898;0,82;0,078;0,859;1,172;337,5;316,406;340,313;17,227;334,688;6,797;5,508;5,332;11,016;4,57;7,734;17,2170;0;0;0
10/06/2019;16:00:00;1019,753;14,688;13,633;1;0,234;100,547;11,133;0,094;146,484;0,742;0,117;0,781;1,25;331,172;299,531;334,688;20,391;333,984;5,039;5,508;5,273;10,488;4,336;6,738;17,1680;0;0;0
10/06/2019;17:00:00;1019,6;14,775;13,623;1;0,199;108,281;11,133;0,059;173,828;0,586;0,078;0,664;1,172;332,578;314,297;335,391;31,992;326,953;6,563;5,508;5,215;10,723;4,219;8,145;17,1680;0;0;0
10/06/2019;18:00:00;1019,241;14,644;13,35;1;0,117;125,859;11,133;0,082;43,945;0,625;0,078;0,664;0,781;330,469;313,594;331,875;32,344;332,578;5,039;5,508;5,273;11,074;4,336;7,324;17,0700;0;0;0
10/06/2019;19:00:00;1018,984;14,688;12,861;1;0;146,25;13,477;0,164;12,695;0,547;0,117;0,586;0,781;323,438;314,297;324,844;24,961;315,703;7,734;5,508;5,156;10,43;4,16;8,555;17,0700;0;0;0
10/06/2019;20:00:00;1018,523;14,688;12,695;1;0;158,203;9,961;0,234;1,953;0,508;0,078;0,547;0,781;323,438;311,484;321,328;27,773;307,266;7,266;5,508;5,273;10,781;4,336;6,855;17,0700;0;0;0
10/06/2019;21:00:00;1018,318;14,204;12,676;1;0;185,625;8,203;0,258;3,906;0,508;0,078;0,547;0,781;322,734;305,156;319,922;34,453;303,75;8,789;5,391;5,098;10,898;4,219;9,492;17,0210;0;0;0
10/06/2019;22:00:00;1018,267;13,896;12,666;1;0;244,688;7,031;0,258;0,977;0,508;0,078;0,547;0,859;316,406;303,047;308,672;33,398;271,406;6,563;5,273;4,98;10,84;3,867;7,676;17,0210;0;0;0
10/06/2019;23:00:00;1017,959;13,413;12,656;1;0;288,984;8,789;0,258;2,93;0,547;0,078;0,625;0,938;316,406;315,703;307,969;26,016;281,953;5,625;5,156;4,863;11,016;3,867;9,082;17,0210;0;0;0
11/06/2019;0:00:00;1017,6;12,534;12,646;1;0;321,328;8,789;0,258;1,953;0,586;0,039;0,625;0,938;319,219;331,172;312,891;27,773;272,813;4,453;5,156;4,863;11,016;3,984;7,324;17,0700;0;0;0
11/06/2019;1:00:00;1017,19;12,93;12,627;1;0;351,563;5,273;0,258;0,977;0,664;0,039;0,742;1,172;319,922;308,672;308,672;15,82;275,625;6,563;4,805;4,57;11,25;3,867;3,34;17,0210;0;0;0
11/06/2019;2:00:00;1016,985;12,49;12,646;1;0;26,016;14,648;0,258;2,93;0,82;0,156;0,859;1,484;319,219;302,344;312,891;28,477;277,734;4,219;4,922;4,688;10,605;3,984;4,512;17,0700;0;0;0
11/06/2019;3:00:00;1016,78;12,007;12,637;1;0;68,203;13,477;0,258;0,977;0,938;0,117;1,016;1,563;318,516;296,016;312,891;27,773;280,547;3,633;4,805;4,688;10,723;4,043;4,512;17,1190;0;0;0
11/06/2019;4:00:00;1016,37;12,227;12,646;1;0;70,313;21,68;0,258;4,883;0,938;0,078;1,016;1,484;317,813;299,531;311,484;26,719;282,656;4,102;4,688;4,629;11,426;3,809;4,336;17,0210;0;0;0
11/06/2019;5:00:00;1016,421;12,842;12,666;1;0;98,438;21,094;0,234;47,852;0,898;0,117;0,977;1,484;315;291,797;311,484;38,32;283,359;5,977;4,805;4,629;10,84;3,984;4,863;16,9730;0;0;0
11/06/2019;6:00:00;1016,626;13,589;12,861;1;0,094;114,609;17,578;0,047;237,305;0,977;0,078;1,055;2,031;310,781;293,906;310,078;31,992;298,125;5,039;5,039;4,863;11,133;4,16;5,215;16,9240;0;0;0
11/06/2019;7:00:00;1016,421;13,457;13,018;1;0,199;101,25;19,336;0,059;227,539;1,016;0,117;1,055;1,641;309,375;303,047;310,078;30,938;310,781;4,922;5,039;4,922;10,723;4,219;5,449;16,9240;0;0;0
11/06/2019;8:00:00;1016,78;12,886;13,623;1;0,633;111,797;19,336;0,023;549,805;1,016;0,156;1,094;1,484;299,531;288,984;297,422;24,609;286,172;4,453;5,039;4,863;10,488;4,102;5,625;16,9240;0;0;0
11/06/2019;9:00:00;1016,729;13,062;13,633;1;0,516;99,844;13,477;0,07;772,461;1,133;0,078;1,211;1,719;292,5;299,531;289,688;27,422;268,594;4,336;4,805;4,746;11,016;4,102;5,566;16,9240;0;0;0
11/06/2019;10:00:00;1017,292;13,193;13,34;1;0,34;90,703;8,203;0,082;291,992;1,25;0,117;1,328;2,188;283,359;294,609;281,25;25,664;256,641;4,688;4,922;4,746;10,781;4,277;5,566;16,9240;0;0;0
11/06/2019;11:00:00;1017,651;13,413;13,447;1;0,551;18,281;12,305;0,105;130,859;1,406;0,156;1,484;2,109;287,578;304,453;286,172;22,852;277,031;4,805;4,922;4,805;10,898;4,336;5,742;16,9240;0;0;0
11/06/2019;12:00:00;1017,754;14,468;13,604;1;0,457;26,719;10,547;0,117;901,367;1,484;0,078;1,523;2,109;289,688;296,719;288,281;22,852;274,922;5,039;4,922;4,805;11,191;4,395;5,918;16,9240;0;0;0
11/06/2019;13:00:00;1017,959;14,336;13,574;1;0,363;67,5;10,547;0,152;805,664;1,328;0,078;1,406;1,953;300,938;291,094;298,828;20,742;288,984;4,805;4,922;4,805;11,602;4,277;5,508;16,9730;0;0;0
11/06/2019;14:00:00;1017,703;14,688;13,77;1;0,352;82,969;15,234;0,164;928,711;1,445;0,078;1,563;2,734;305,156;291,797;303,047;15,469;289,688;5,625;5,039;4,922;12,246;4,395;5,508;16,9730;0;0;0
11/06/2019;15:00:00;1017,446;14,819;13,594;1;0,281;71,016;19,922;0,129;793,945;1,758;0,078;1,797;2,734;302,344;265,078;301,641;17,578;289,688;5,508;5,273;5,098;12,832;4,746;5,801;16,9240;0;0;0
11/06/2019;16:00:00;1017,703;14,731;13,682;1;0,281;93,516;28,125;0,152;326,172;1,797;0,078;1,836;2,5;296,719;298,125;296,016;14,063;286,875;5,742;5,156;5,098;12,715;4,688;5,684;16,9240;0;0;0
11/06/2019;17:00:00;1017,395;14,951;13,691;1;0,258;98,438;36,914;0,141;244,141;1,758;0,078;1,836;2,422;300,234;234,141;298,828;26,367;274,922;5,391;5,156;5,039;13,184;4,57;5,625;16,9730;0;0;0
11/06/2019;18:00:00;1017,087;14,248;13,652;1;0,199;105,469;41,602;0,082;272,461;1,914;0,078;1,992;3,203;302,344;350,859;300,938;24,961;287,578;5,508;5,273;5,156;13,066;4,688;5,801;16,9730;0;0;0
11/06/2019;19:00:00;1016,78;14,424;13,32;1;0,082;98,438;40,43;0,082;57,617;2,031;0,078;2,109;4,219;298,828;350,859;297,422;24,609;284,766;5,859;5,625;5,508;13,418;5,039;6,504;16,9730;0;0;0
11/06/2019;20:00:00;1016,626;14,995;12,813;1;0;114,609;38,672;0,188;1,953;1,953;0,078;2,031;3,125;297,422;329,063;294,609;31,641;267,188;5,391;5,508;5,391;12,363;4,863;6,504;16,9730;0;0;0
11/06/2019;21:00:00;1016,472;14,907;12,695;1;0;118,828;31,641;0,258;0,977;2,07;0,078;2,148;3,516;298,125;327,656;296,016;27,773;276,328;5,156;5,742;5,566;13,184;5,039;6,973;16,9730;0;0;0
11/06/2019;22:00:00;1016,267;14,468;12,637;1;0;115,313;22,852;0,258;0,977;2,344;0,117;2,383;3,516;299,531;345,234;298,125;26,016;286,875;5,859;5,859;5,684;13,008;5,156;7,266;16,9240;0;0;0
11/06/2019;23:00:00;1015,908;14,38;12,627;1;0;106,875;19,336;0,258;0,977;2,344;0,117;2,383;3,594;305,859;322,734;303,75;21,094;259,453;6,211;6,094;5,918;11,191;5,449;7,676;16,9240;0;0;0
12/06/2019;0:00:00;1015,549;14,16;12,627;1;0;73,125;24,609;0,258;0,977;2,5;0,117;2,539;4,531;312,891;315,703;310,078;19,688;272,109;7,148;6,328;6,035;12,656;5,566;7,617;16,9240;0;0;0
12/06/2019;1:00:00;1015,139;14,38;12,637;1;0;66,094;28,711;0,258;0,977;2,617;0,195;2,656;4,063;309,375;289,688;307,266;18,281;266,484;6,328;6,445;6,152;10,547;5,742;8,145;16,9240;0;0;0
12/06/2019;2:00:00;1014,883;14,204;12,637;1;0;73,125;34,57;0,258;2,93;2,344;0,195;2,383;3,672;307,266;335,391;305,156;31,289;259,453;7,148;6,445;6,152;11,191;5,566;8,027;16,9240;0;0;0
12/06/2019;3:00:00;1014,421;14,028;12,627;1;0;80,156;39,258;0,258;0,977;2,461;0,234;2,5;3,75;302,344;331,875;300,234;24,258;274,219;7,383;6,445;6,152;10,723;5,625;8,613;16,8750;0;0;0
12/06/2019;4:00:00;1014,063;14,292;12,588;1;0;82,969;43,945;0,258;1,953;2,422;0,313;2,461;3,438;300,938;321,328;299,531;25,313;272,813;8,203;6,445;6,152;10,957;5,566;7,559;16,8750;0;0;0
12/06/2019;5:00:00;1014,114;14,336;12,598;1;0;84,375;49,219;0,246;15,625;2,734;0,508;2,734;4,609;301,641;315,703;300,234;29,883;255,938;7,734;7,031;6,738;10,371;6,094;8,262;16,7770;0;0;0
12/06/2019;6:00:00;1014,216;14,424;12,656;1;0;87,891;53,906;0,117;61,523;3,164;0,469;3,164;4,063;306,563;315;305,156;32,695;270;8,32;7,266;6,973;10,547;6,387;8,965;16,7770;0;0;0
12/06/2019;7:00:00;1014,729;14,204;12,666;1;0,035;99,844;54,492;0,07;49,805;2,93;0,586;2,93;4,844;307,969;317,109;305,859;30,586;267,891;7,734;7,383;7,031;10,664;6,328;9,141;16,7770;0;0;0
