Fecha;Hora;Airpressure;AirTemp;BatteryVolt;CardNo;Charged;CurrDir;CurrSpeed;Discharged;GlobalRadia;hm0;hm0a;hm0b;hmax;mdir;mdira;mdirb;sprtp;thhf;thmax;tm01;tm02;tm02a;tm02b;tp;WaterTemp;WindDir;WindGust;WindSP
28/03/2019;11:00:00;1032,622;11,875;13,867;1;1,348;229,219;16,992;0,012;664,063;0,781;0,273;0,781;1,094;49,219;103,359;38,672;45;3,516;8,086;5,977;5,625;11,484;4,57;9,668;13,8960;0;0;0
28/03/2019;12:00:00;1032,571;11,963;14,121;1;1,664;271,406;28,711;0,012;705,078;0,938;0,391;0,898;1,484;352,969;311,484;351,563;35,508;284,063;5,156;5,742;5,449;10,781;4,395;5,566;13,9450;0;0;0
28/03/2019;13:00:00;1031,75;11,919;13,77;1;1,629;281,25;26,953;0,012;693,359;0,898;0,313;0,898;1,328;356,484;312,188;354,375;33,75;341,719;5,039;5,508;5,273;10,957;4,512;5,332;13,9450;0;0;0
28/03/2019;14:00:00;1030,93;11,831;13,32;1;1,242;286,875;22,852;0,012;626,953;0,898;0,313;0,898;1,406;354,375;324,141;353,672;30,586;313,594;5,273;5,625;5,391;11,016;4,57;5,918;14,0430;0;0;0
28/03/2019;15:00:00;1030,366;11,743;13,223;1;0,891;288,984;20,508;0,012;513,672;0,938;0,313;0,938;1,563;350,859;295,313;355,781;34,453;335,391;6,094;5,742;5,508;13,184;4,688;5,508;14,2380;0;0;0
28/03/2019;16:00:00;1029,7;11,699;13,115;1;0,539;291,094;15,234;0,012;377,93;0,859;0,273;0,859;1,328;348,047;317,109;350,859;40,781;13,359;5,742;5,625;5,332;11,543;4,512;5,859;14,2870;0;0;0
28/03/2019;17:00:00;1029,443;11,655;13,008;1;0,352;284,063;11,719;0,012;143,555;0,82;0,195;0,859;1,484;353,672;312,188;354,375;22,852;348,75;5,156;5,391;5,273;11,895;4,512;5,273;14,2380;0;0;0
28/03/2019;18:00:00;1029,392;11,567;12,832;1;0,117;275,625;11,133;0,023;43,945;0,859;0,43;0,781;1,328;345,938;313,594;354,375;32,344;349,453;5,391;5,977;5,625;12,48;4,453;5,508;14,2870;0;0;0
28/03/2019;19:00:00;1029,238;11,436;12,725;1;0;250,313;14,063;0,199;0;0,82;0,313;0,781;1,016;352,266;319,219;357,188;27,773;347,344;5,742;5,625;5,391;12,48;4,395;5,449;14,3360;0;0;0
28/03/2019;20:00:00;1029,392;11,479;12,695;1;0;239,766;18,75;0,258;0;0,781;0,469;0,664;1,172;341,016;310,078;357,188;53,789;352,266;6,563;6,445;5,918;13,535;4,395;14,414;14,2870;0;0;0
28/03/2019;21:00:00;1029,495;10,82;12,686;1;0;250,313;20,508;0,258;0;0,742;0,43;0,664;1,016;341,719;310,781;358,594;55,547;355,078;6,211;6,211;5,684;13,125;4,16;14,238;14,3360;0;0;0
28/03/2019;22:00:00;1029,238;10,645;12,666;1;0;255,234;21,094;0,258;0;0,82;0,43;0,742;1,172;341,016;279,141;2,109;52,734;30,234;7,5;6,094;5,684;13,184;4,453;14,004;14,1890;0;0;0
28/03/2019;23:00:00;1028,828;10,469;12,627;1;0;272,813;18,164;0,258;0;0,82;0,391;0,781;1,406;354,375;311,484;4,922;35,508;9,844;6,445;5,742;5,508;12,539;4,512;5,449;14,1410;0;0;0
29/03/2019;0:00:00;1028,469;10,293;12,656;1;0;267,188;21,094;0,258;0;0,938;0,586;0,781;1,484;342,422;307,969;2,109;35,859;348,75;12,305;6,563;6,035;13,242;4,57;14,004;14,0920;0;0;0
29/03/2019;1:00:00;1027,905;10,205;12,637;1;0;270,703;21,68;0,258;0;0,898;0,234;0,898;1,406;359,297;312,188;2,813;30,938;349,453;5,273;5,391;5,273;11,777;4,805;5,391;14,0430;0;0;0
29/03/2019;2:00:00;1027,393;10,073;12,646;1;0;284,063;21,094;0,258;0;0,938;0,469;0,82;1,406;348,75;300,938;2,813;48,516;352,969;11,133;6,094;5,684;13,008;4,629;13,828;13,9940;0;0;0
29/03/2019;3:00:00;1026,931;9,546;12,627;1;0;299,531;13,477;0,258;0;0,859;0,391;0,82;1,406;353,672;305,859;4,219;29,883;320,625;4,922;5,859;5,508;12,246;4,629;5,391;13,8960;0;0;0
29/03/2019;4:00:00;1026,47;9,678;12,617;1;0;281,25;8,789;0,258;0;0,82;0,352;0,781;1,328;0;316,406;6,328;36,914;293,203;6,211;5,625;5,391;12,48;4,629;5,273;13,7010;0;0;0
29/03/2019;5:00:00;1026,213;9,722;12,617;1;0;262,969;5,273;0,258;0;0,781;0,273;0,742;1,25;355,781;306,563;0;36,211;287,578;5,742;5,508;5,273;12,188;4,629;5,449;13,6520;0;0;0
29/03/2019;6:00:00;1026,008;9,678;12,588;1;0;225,703;6,445;0,258;2,93;0,82;0,352;0,781;1,328;357,891;324,141;4,922;25,664;18,984;5,977;5,742;5,508;12,949;4,688;5,508;13,6040;0;0;0
29/03/2019;7:00:00;1026,162;10,513;12,793;1;0,07;208,828;12,305;0,094;112,305;0,703;0,234;0,703;1,172;358,594;321,328;1,406;28,477;285,469;4,688;5,508;5,215;12,188;4,629;5,273;13,6040;0;0;0
29/03/2019;8:00:00;1025,906;10,908;13,105;1;0,551;227,813;19,922;0,012;282,227;0,664;0,273;0,625;1,016;346,641;318,516;352,266;30,938;66,797;10,664;5,625;5,332;12,129;4,453;5,332;13,6520;0;0;0
29/03/2019;9:00:00;1025,752;12,622;13,252;1;0,867;244,688;25,781;0,012;440,43;0,742;0,313;0,703;1,172;345,234;304,453;352,266;43,242;139,219;5,508;5,742;5,449;11,895;4,629;5,449;13,7990;0;0;0
29/03/2019;10:00:00;1025,291;13,721;13,691;1;1,148;251,719;25,195;0,012;563,477;0,898;0,508;0,742;1,484;343,125;319,922;350,156;46,055;322,031;6,797;6,563;6,152;12,539;4,746;13,301;13,9450;0;0;0
29/03/2019;11:00:00;1024,265;12,358;13,74;1;1,383;248,906;32,813;0,012;663,086;0,82;0,469;0,742;1,172;344,531;319,922;352,266;46,758;157,5;5,391;6,211;5,859;12,422;4,57;13,125;14,0920;0;0;0
29/03/2019;12:00:00;1023,188;12,271;13,857;1;1,289;254,531;39,258;0,012;712,891;0,781;0,469;0,664;1,172;333,281;315;345,234;31,641;66,797;5,625;6,445;5,977;12,246;4,688;12,656;14,0920;0;0;0
29/03/2019;13:00:00;1022,419;12,446;13,691;1;1,125;262,969;39,258;0,012;706,055;0,781;0,469;0,703;1,172;339,609;317,109;1,406;33,047;73,125;5,391;6,563;6,094;11,953;3,926;12,188;13,7990;0;0;0
29/03/2019;14:00:00;1021,855;12,666;13,496;1;0,961;282,656;29,883;0,012;642,578;0,781;0,391;0,781;1,25;343,125;310,781;4,922;46,406;76,641;5,742;6,328;5,918;12,656;3,984;13,125;13,7500;0;0;0
29/03/2019;15:00:00;1020,83;12,71;13,281;1;0,809;294,609;32,813;0,012;546,875;0,781;0,43;0,742;1,172;337,5;311,484;6,328;39,727;65,391;9,961;6,563;6,035;12,012;3,867;12,949;13,8960;0;0;0
29/03/2019;16:00:00;1020,061;12,798;13,184;1;0,574;297,422;28,125;0,012;401,367;0,703;0,43;0,703;1,563;341,719;319,219;9,844;40,43;59,766;8,906;6,563;6,035;11,66;3,516;12,656;13,9940;0;0;0
29/03/2019;17:00:00;1019,753;12,974;13,291;1;0,574;291,797;21,094;0,012;171,875;0,781;0,43;0,781;1,172;337,5;310,781;4,219;50,977;62,578;9,023;6,563;6,094;12,48;3,75;13,477;14,0430;0;0;0
29/03/2019;18:00:00;1019,907;13,149;12,969;1;0,34;291,797;12,891;0,012;52,734;0,742;0,469;0,703;1,172;333,281;307,969;14,063;33,398;71,016;6,68;6,797;6,211;12,422;3,691;13,125;13,9940;0;0;0
29/03/2019;19:00:00;1020,42;13,062;12,764;1;0;286,172;11,133;0,176;0;0,703;0,43;0,664;1,094;337,5;315,703;7,031;33,047;73,125;11,367;6,563;5,977;11,836;3,691;12,48;13,9450;0;0;0
29/03/2019;20:00:00;1020,933;13,018;12,754;1;0;290,391;10,547;0,258;0;0,703;0,43;0,625;1,094;339,609;307,969;4,922;30,234;54,141;9,609;6,445;5,918;12,188;3,984;12,773;13,8960;0;0;0
29/03/2019;21:00:00;1021,086;12,622;12,715;1;0;279,141;8,789;0,258;0;0,742;0,391;0,664;1,016;347,344;310,078;2,109;29,531;40,078;6,328;5,859;5,449;11,895;4,16;5,332;13,8960;0;0;0
29/03/2019;22:00:00;1020,881;12,578;12,695;1;0;256,641;11,719;0,258;0;0,82;0,508;0,664;1,25;341,016;314,297;0,703;25,313;34,453;9,492;6,563;5,918;12,48;4,16;12,773;13,8960;0;0;0
29/03/2019;23:00:00;1020,42;12,183;12,686;1;0;265,078;11,719;0,258;0;0,82;0,586;0,625;1,172;331,875;315;355,781;35,156;350,859;11,484;7,266;6,445;12,48;4,277;14,004;13,8960;0;0;0
30/03/2019;0:00:00;1020,061;13,633;12,715;1;0;258,047;11,719;0,258;0,977;0,938;0,742;0,625;1,406;332,578;319,922;354,375;20,391;300,938;12,422;7,969;6,914;12,891;4,102;11,777;13,8480;0;0;0
30/03/2019;1:00:00;1020,01;16,665;12,666;1;0;274,922;13,477;0,258;0;0,859;0,664;0,547;1,328;330,469;323,438;348,75;31,289;246,797;11,836;8,32;7,207;12,598;3,926;14,238;13,8480;0;0;0
30/03/2019;2:00:00;1019,087;16,753;12,656;1;0;292,5;19,336;0,258;0;0,82;0,625;0,664;1,172;327,656;318,516;326,25;46,758;186,328;10,078;7,852;6,914;12,48;3,398;14,004;13,7990;0;0;0
30/03/2019;3:00:00;1018,267;16,357;12,656;1;0;322,734;20,508;0,258;0;0,898;0,781;0,742;1,641;331,172;327,656;223,594;33,398;178,594;10,547;8,789;7,617;12,539;3,223;13,828;13,7500;0;0;0
30/03/2019;4:00:00;1018,625;15,654;12,646;1;0;343,125;18,75;0,258;0;0,82;0,664;0,703;1,406;328,359;322,734;230,625;51,328;170,156;10,195;8,32;7,207;12,656;3,164;13,652;13,7500;0;0;0
30/03/2019;5:00:00;1018,728;14,907;12,646;1;0;359,297;18,164;0,258;0;0,938;0,781;0,703;1,484;325,547;322,734;279,141;41,836;176,484;11,953;9,492;8,379;12,363;3,223;13,477;13,7010;0;0;0
30/03/2019;6:00:00;1018,318;14,6;12,627;1;0;10,547;15,234;0,258;3,906;0,859;0,742;0,664;1,563;324,844;322,031;186,328;45,352;172,969;12,188;9,375;8,262;12,422;3,105;13,477;13,7010;0;0;0
30/03/2019;7:00:00;1018,779;14,38;12,783;1;0,035;28,828;13,477;0,117;122,07;0,781;0,664;0,664;1,641;312,891;309,375;182,109;36,563;180;10,664;9,609;8,496;12,305;2,988;12,656;13,6520;0;0;0
30/03/2019;8:00:00;1019,138;14,512;13,115;1;0,539;47,813;6,445;0,012;266,602;0,82;0,742;0,586;1,406;311,484;312,188;194,766;41,133;177,891;12,188;10,195;9,258;12,305;2,988;12,949;13,6520;0;0;0
30/03/2019;9:00:00;1019,497;15,083;13,33;1;0,82;3,516;1,758;0,012;346,68;1,094;1,016;0,625;1,875;319,922;319,922;190,547;21,797;182,813;11,719;11,25;10,488;12,48;3,047;12,949;13,6520;0;0;0
30/03/2019;10:00:00;1019,856;16,006;13,721;1;1,207;263,672;4,688;0,012;521,484;1,094;1,055;0,586;1,797;315,703;316,406;226,406;24,258;184,219;11,25;11,25;10,664;12,305;3,105;12,656;13,6520;0;0;0
30/03/2019;11:00:00;1020,164;17,412;13,701;1;1,078;278,438;2,344;0,047;607,422;0,938;0,859;0,508;1,641;319,922;322,031;244,688;24,961;177,891;11,484;10,664;9,961;12,129;3,398;12,363;13,7010;0;0;0
30/03/2019;12:00:00;1019,497;18,467;13,623;1;0,961;262,969;10,547;0,094;658,203;1,094;1,055;0,43;1,797;312,891;313,594;293,203;27,07;182,813;11,953;11,484;10,898;12,539;3,75;13,301;13,7990;0;0;0
30/03/2019;13:00:00;1018,831;14,731;14,17;1;1,184;245,391;14,063;0,07;681,641;1,328;1,211;0,547;1,797;317,109;317,813;310,078;21,094;204,609;11,133;10,898;10,488;11,836;5,684;11,895;13,9450;0;0;0
30/03/2019;14:00:00;1018,215;14,38;13,672;1;1,008;255,234;28,711;0,082;612,305;1,367;1,25;0,469;2,031;319,219;319,922;311,484;12,656;168,75;11,133;11,133;10,664;11,953;5,508;12,48;14,2380;0;0;0
30/03/2019;15:00:00;1017,805;14,819;13,672;1;0,855;265,078;26,953;0,082;502,93;1,055;0,977;0,469;1,563;312,891;313,594;307,969;24,961;155,391;12,422;10,781;10,078;12,07;5,332;12,07;14,3850;0;0;0
30/03/2019;16:00:00;1017,241;14,38;13,486;1;0,832;271,406;24,023;0,059;366,211;1,172;1,055;0,508;1,797;319,922;320,625;311,484;18,633;143,438;11,367;10,781;10,313;12,012;5,742;12,656;14,4820;0;0;0
30/03/2019;17:00:00;1017,036;14,424;13,262;1;0,645;258,75;28,711;0,059;215,82;1,055;1,016;0,391;1,563;316,406;317,109;307,969;22,148;130,078;10,664;10,664;10,254;11,484;4,922;11,016;14,6780;0;0;0
30/03/2019;18:00:00;1017,19;14,336;13,018;1;0,305;269,297;26,953;0,059;58,594;0,977;0,898;0,469;1,484;313,594;314,297;310,078;30,938;345,938;11,602;10,547;10,137;11,777;5,625;11,895;14,5800;0;0;0
30/03/2019;19:00:00;1017,651;13,721;12,793;1;0;269,297;26,367;0,188;0;0,938;0,82;0,469;1,641;313,594;316,406;310,781;23,555;8,438;10,781;10,313;9,785;11,484;4,922;12,188;14,5310;0;0;0
30/03/2019;20:00:00;1018,369;13,149;12,773;1;0;278,438;19,922;0,258;0;1,055;0,938;0,43;1,641;311,484;313,594;305,859;21,094;10,547;10,547;10,664;10,195;11,484;4,512;11,133;14,5310;0;0;0
30/03/2019;21:00:00;1019,036;13,105;12,734;1;0;292,5;17,578;0,258;0;1,133;1,016;0,508;1,719;317,109;318,516;310,078;15,82;23,906;11,484;10,898;10,43;11,836;5,039;12,363;14,4340;0;0;0
30/03/2019;22:00:00;1018,984;12,183;12,744;1;0;289,688;21,094;0,258;0;1,172;1,055;0,547;1,641;315,703;317,109;307,266;19,336;343,828;10,43;10,547;10,254;11,426;5,508;11,777;14,3850;0;0;0
30/03/2019;23:00:00;1018,831;11,963;12,734;1;0;291,094;15,234;0,258;0;1,25;1,133;0,547;1,719;310,781;312,891;303,047;15,469;341,719;10,898;10,898;10,605;11,719;5,684;12,07;14,2380;0;0;0
31/03/2019;0:00:00;1018,574;11,919;12,734;1;0;296,719;12,891;0,258;0;1,172;1,094;0,469;1,797;312,188;314,297;299,531;23,906;342,422;11,25;10,664;10,313;11,367;5,332;10,781;14,1890;0;0;0
31/03/2019;1:00:00;1018,01;12,095;12,695;1;0;315;8,789;0,258;0;1,172;1,016;0,547;1,641;313,594;315,703;310,078;24,258;331,875;12,656;10,781;10,313;11,953;5,918;11,484;14,1410;0;0;0
31/03/2019;2:00:00;1017,549;11,787;12,695;1;0;301,641;6,445;0,258;0;1,25;1,094;0,586;1,875;313,594;315,703;305,156;16,523;309,375;9,961;10,898;10,547;11,895;6,328;11,895;14,0920;0;0;0
31/03/2019;3:00:00;1017,292;11,831;12,676;1;0;342,422;4,688;0,258;0;1,367;1,211;0,625;2,109;314,297;315,703;300,938;20,039;312,891;10,898;11,133;10,664;12,305;6,211;11,484;13,9940;0;0;0
31/03/2019;4:00:00;1016,575;11,963;12,676;1;0;56,25;0,586;0,258;0;1,094;0,938;0,586;1,875;313,594;316,406;304,453;24,258;112,5;11,133;10,781;10,254;12,07;5,977;10,371;13,9450;0;0;0
31/03/2019;5:00:00;1016,421;12,051;12,676;1;0;260,156;1,758;0,258;0;1,328;1,211;0,586;2,188;315;317,109;307,969;20,391;111,797;12,188;10,898;10,488;11,895;6,035;11,016;13,8960;0;0;0
31/03/2019;6:00:00;1016,523;12,051;12,666;1;0;175,781;3,516;0,258;3,906;1,25;1,133;0,586;1,875;317,813;319,219;315;23,555;135,703;11,367;11,484;10,781;12,832;5,684;15,996;13,8960;0;0;0
31/03/2019;7:00:00;1016,78;12,314;12,793;1;0,012;212,344;7,617;0,094;108,398;1,602;1,523;0,547;2,578;317,109;319,219;298,828;15,469;182,109;14,648;12,539;11,836;13,418;5,391;15,293;13,9450;0;0;0
31/03/2019;8:00:00;1017,036;12,974;13,105;1;0,48;245,391;7,031;0,012;268,555;1,523;1,445;0,547;2,188;315;315,703;300,938;14,414;160,313;13,945;11,836;11,309;12,656;5,566;11,895;13,9940;0;0;0
31/03/2019;9:00:00;1017,087;13,501;13,838;1;0,855;265,078;10,547;0,012;411,133;1,719;1,602;0,664;2,422;320,625;322,031;303,047;18,281;158,906;13,594;12,188;11,66;13,242;6,094;14,414;13,9940;0;0;0
31/03/2019;10:00:00;1017,19;13,677;13,691;1;1,137;254,531;25,781;0,047;541,992;1,836;1,758;0,547;2,5;317,109;319,219;290,391;15,469;159,609;13,125;12,305;11,836;12,832;5,508;15,059;14,0430;0;0;0
31/03/2019;11:00:00;1016,626;13,545;13,672;1;0,902;0;0;0,082;639,648;2,031;1,953;0,547;2,734;322,734;324,141;295,313;15,117;177,188;13,711;12,656;12,188;13,184;5,742;13,652;14,3000;0;0;0
31/03/2019;12:00:00;1016,113;13,633;13,594;1;0,82;284,063;25,781;0,105;720,703;2,188;2,109;0,586;3,516;323,438;324,141;293,203;19,336;166,641;13,594;12,773;12,363;13,301;5,801;14,238;14,3360;0;0;0
31/03/2019;13:00:00;1015,652;13,896;13,711;1;0,785;298,828;22,266;0,117;716,797;2,109;2,031;0,586;3,203;320,625;322,031;304,453;15,469;139,219;13,242;12,539;12,07;13,184;5,684;14,238;14,3360;0;0;0
31/03/2019;14:00:00;1014,78;14,028;13,633;1;0,762;294,609;16,992;0,117;675,781;2,07;1,992;0,625;3,516;322,031;322,734;304,453;18,281;129,375;13,594;12,422;12,012;13,125;5,742;13,477;14,4820;0;0;0
31/03/2019;15:00:00;1014,216;13,721;13,73;1;0,738;267,891;18,164;0,105;502,93;1,68;1,523;0,742;2,422;312,188;314,297;299,531;25,664;114,609;10,664;11,367;10,898;12,422;5,977;11,777;14,4820;0;0;0
31/03/2019;16:00:00;1014,165;13,765;13,682;1;0,715;296,719;11,133;0,094;426,758;1,758;1,641;0,703;2,422;316,406;317,813;317,813;19,688;71,719;11,602;11,953;11,426;12,891;4,57;15,059;14,3360;0;0;0
31/03/2019;17:00:00;1014,216;14,028;13,311;1;0,598;317,813;5,273;0,059;209,961;1,797;1,719;0,703;2,578;317,813;318,516;322,031;22,5;72,422;11,484;12,07;11,484;13,066;4,277;13,652;14,2870;0;0;0
31/03/2019;18:00:00;1014,165;13,809;13,057;1;0,258;7,734;4,102;0,059;86,914;1,719;1,602;0,703;2,734;321,328;322,734;322,031;22,148;74,531;13,125;11,719;11,016;12,832;4,863;13,477;14,2380;0;0;0
31/03/2019;19:00:00;1014,319;13,545;12,793;1;0,012;293,203;2,344;0,164;0;1,875;1,758;0,742;2,578;315,703;317,109;315;22,148;78,75;12,539;11,836;11,367;12,949;5,098;14,238;14,1890;0;0;0
31/03/2019;20:00:00;1014,832;13,325;12,744;1;0;329,063;1,172;0,258;0;1,602;1,523;0,664;2,344;315,703;316,406;328,359;20,742;78,75;11,953;11,836;11,309;12,891;4,57;14,414;14,0920;0;0;0
31/03/2019;21:00:00;1015,293;13,325;12,725;1;0;236,953;2,344;0,258;0;1,641;1,563;0,586;2,422;315;316,406;323,438;16,172;73,125;13,477;12,188;11,602;13,066;4,512;14,004;14,0920;0;0;0
31/03/2019;22:00:00;1015,242;13,237;12,764;1;0;3,516;5,273;0,258;0,977;1,68;1,602;0,547;2,422;313,594;314,297;312,891;21,094;88,594;12,656;11,953;11,543;12,773;4,805;14,004;14,0430;0;0;0
31/03/2019;23:00:00;1015,19;12,842;12,734;1;0;37,266;2,93;0,258;0,977;1,563;1,445;0,625;2,422;307,266;307,969;317,109;21,445;93,516;11,836;11,602;11,133;12,598;5,273;13,828;14,0430;0;0;0
01/04/2019;0:00:00;1014,985;12,886;12,725;1;0;18,281;5,273;0,258;0,977;1,875;1,797;0,625;2,734;317,813;318,516;312,891;15,82;106,172;13,242;12,305;11,777;13,066;5,449;14,238;13,9940;0;0;0
01/04/2019;1:00:00;1014,934;14,556;12,734;1;0;7,031;4,102;0,258;1,953;1,484;1,328;0,664;2,5;312,188;313,594;311,484;17,578;92,813;11,367;11,484;11,074;12,715;5,918;13,828;13,9940;0;0;0
01/04/2019;2:00:00;1014,985;14,072;12,686;1;0;13,359;4,102;0,258;0,977;1,445;1,328;0,625;1,875;309,375;311,484;305,156;28,828;143,438;11,953;11,016;10,605;12,129;5,742;13,828;13,9450;0;0;0
01/04/2019;3:00:00;1014,729;13,633;12,686;1;0;4,219;5,859;0,258;0,977;1,719;1,563;0,703;2,813;316,406;317,109;315,703;21,797;144,141;12,188;11,367;10,781;12,422;5,098;13,301;13,9940;0;0;0
01/04/2019;4:00:00;1014,524;13,062;12,666;1;0;13,359;6,445;0,258;1,953;1,68;1,563;0,625;2,891;316,406;315,703;325,547;18,984;142,734;11,719;11,133;10,43;12,305;4,102;12,48;13,9450;0;0;0
01/04/2019;5:00:00;1014,934;12,798;12,666;1;0;45,703;9,961;0,258;1,953;1,367;1,25;0,586;1,953;310,781;310,781;320,625;26,016;117,422;11,836;10,898;10,137;12,48;4,746;13,477;13,9940;0;0;0
01/04/2019;6:00:00;1015,139;12,754;12,646;1;0;75,234;8,789;0,258;0,977;1,523;1,406;0,664;2,344;315,703;314,297;323,438;21,094;104,766;11,836;10,547;9,727;11,953;5,039;12,363;13,9450;0;0;0
01/04/2019;7:00:00;1015,549;12,314;12,666;1;0;120,938;11,133;0,188;39,063;1,406;1,172;0,742;1,875;312,188;311,484;315,703;23,555;135,703;11,25;10,313;9,609;11,777;5,859;12,949;13,9450;0;0;0
01/04/2019;8:00:00;1015,959;12,271;12,725;1;0;129,375;9,375;0,105;54,688;1,406;1,25;0,703;1,953;310,078;309,375;315;15,469;113,203;12,305;10,781;10,078;12,246;5,742;12,773;13,9940;0;0;0
01/04/2019;9:00:00;1016,472;12,842;12,92;1;0,105;123,75;4,688;0,023;153,32;1,25;1,133;0,586;2,422;310,781;310,078;312,188;23,203;104,766;11,016;10,547;9,961;11,895;5,625;11,777;13,9940;0;0;0
01/04/2019;10:00:00;1016,575;13,193;13,359;1;0,527;205,313;4,102;0,012;397,461;1,328;1,211;0,586;2,266;310,078;309,375;310,078;16,523;114,609;11,133;10,547;10,02;11,777;5,332;12,949;13,9940;0;0;0
01/04/2019;11:00:00;1016,421;13,721;13,408;1;0,938;260,859;7,031;0,047;764,648;1,25;1,094;0,664;2,188;311,484;311,484;310,781;21,797;122,344;11,25;10,43;9,902;12,07;5,742;12,363;14,0920;0;0;0
01/04/2019;12:00:00;1015,549;13,501;13,203;1;0,574;234,844;8,789;0,059;244,141;1,328;1,172;0,664;1,953;312,891;310,078;315,703;24,258;106,172;9,844;10,313;9,844;11,602;5,977;12,363;14,1890;0;0;0
01/04/2019;13:00:00;1015,242;12,886;12,939;1;0,199;267,891;8,203;0,059;101,563;1,25;1,055;0,703;2,031;312,891;312,891;312,188;21,797;128,672;10,781;10,078;9,668;11,66;6,035;12,188;14,0430;0;0;0
01/04/2019;14:00:00;1015,037;13,237;13,32;1;0,492;296,016;12,305;0,059;299,805;1,484;1,328;0,703;2,969;312,891;312,891;313,594;20,391;94,219;11,133;10,43;9,961;11,602;5,156;12,48;14,0430;0;0;0
01/04/2019;15:00:00;1014,729;13,501;13,252;1;0,504;333,281;14,063;0,059;196,289;1,172;0,898;0,742;1,875;317,813;315,703;324,844;21,445;84,375;11,719;9,375;8,906;11,426;5,625;10,547;14,0430;0;0;0
01/04/2019;16:00:00;1014,678;13,325;13,018;1;0,234;339,609;14,063;0,059;89,844;1,406;1,25;0,742;2,188;320,625;319,922;319,922;18,633;94,219;11,133;10,313;9,785;11,66;5,566;12,773;14,0430;0;0;0
01/04/2019;17:00:00;1014,729;13,413;12,803;1;0;348,047;15,234;0,117;35,156;1,133;0,938;0,703;1,875;320,625;319,922;318,516;26,016;86,484;10,547;9,727;9,199;11,777;5,684;12,363;14,0430;0;0;0
01/04/2019;18:00:00;1015,088;13,633;12,773;1;0;342,422;8,789;0,176;10,742;1,211;0,898;0,781;1,719;320,625;318,516;321,328;30,234;96,328;10,898;9,492;8,965;11,367;6,152;12,07;13,9940;0;0;0
01/04/2019;19:00:00;1015,498;13,721;12,725;1;0;0;0;0,234;0,977;1,25;0,977;0,781;1,719;316,406;315;317,813;16,523;108,281;8,555;9,609;9,023;11,66;6,328;11,895;13,9000;0;0;0
01/04/2019;20:00:00;1016,37;13,545;12,715;1;0;30,234;7,617;0,258;0,977;1,328;1,055;0,82;1,953;312,891;309,375;315,703;22,148;144,844;11,016;9,609;9,141;11,367;6,738;12,07;13,9450;0;0;0
01/04/2019;21:00:00;1016,985;13,237;12,656;1;0;86,484;3,516;0,258;0,977;1,289;1,094;0,703;1,953;317,109;315,703;318,516;16,523;148,359;9,023;9,727;9,199;11,309;6,27;11,895;13,8960;0;0;0
01/04/2019;22:00:00;1017,139;13,105;12,646;1;0;65,391;5,273;0,258;0,977;1,094;0,82;0,742;1,797;314,297;315;315,703;21,094;180;10,195;9,141;8,555;11,074;6,328;11,484;13,8960;0;0;0
01/04/2019;23:00:00;1017,292;13,062;12,646;1;0;71,016;6,445;0,258;0,977;1,289;0,977;0,82;1,797;317,109;317,813;317,813;21,797;168,047;9,844;9,492;8,906;11,426;6,504;11,777;13,8480;0;0;0
02/04/2019;0:00:00;1016,934;12,842;12,637;1;0;77,344;8,789;0,258;0,977;1,055;0,781;0,703;1,563;312,891;311,484;313,594;20,039;129,375;9,961;8,789;8,262;10,84;6,094;10,547;13,8480;0;0;0
02/04/2019;1:00:00;1016,729;12,49;12,627;1;0;64,688;8,203;0,258;0,977;1,055;0,781;0,703;1,875;318,516;316,406;319,922;26,016;154,688;10,195;9,141;8,555;11,309;6,27;11,66;13,8480;0;0;0
02/04/2019;2:00:00;1016,472;12,666;12,607;1;0;53,438;7,031;0,258;0,977;1,094;0,82;0,742;1,719;315,703;317,109;313,594;23,203;154,688;10,313;9,141;8,613;11,016;6,445;10,664;13,7990;0;0;0
02/04/2019;3:00:00;1016,165;12,227;12,607;1;0;45;5,859;0,258;0;1,055;0,781;0,742;1,563;312,188;311,484;312,891;18,984;156,094;10,547;9,141;8,613;11,133;6,445;11,133;13,7990;0;0;0
02/04/2019;4:00:00;1016,062;11,963;12,617;1;0;15,469;1,172;0,258;0;0,977;0,703;0,664;1,328;314,297;313,594;311,484;22,852;172,969;10,313;9,023;8,496;11,191;6,211;11,367;13,7990;0;0;0
02/04/2019;5:00:00;1016,318;13,193;12,598;1;0;313,594;6,445;0,258;0;0,977;0,742;0,664;1,563;311,484;308,672;312,891;27,773;164,531;10,078;9,023;8,555;11,133;6,27;10,898;13,7990;0;0;0
02/04/2019;6:00:00;1016,831;12,446;12,607;1;0;1,406;7,617;0,258;6,836;1,094;0,82;0,742;1,953;312,188;311,484;310,781;15,117;212,344;10,078;9,023;8,672;10,723;6,68;10,254;13,7500;0;0;0
02/04/2019;7:00:00;1017,549;12,271;12,637;1;0,012;59,766;8,789;0,129;24,414;1,094;0,742;0,82;1,563;311,484;312,188;307,969;18,633;272,813;9,844;8,789;8,438;10,781;5,859;10,664;13,7500;0;0;0
02/04/2019;8:00:00;1017,908;12,402;12,715;1;0,012;82,969;12,891;0,059;70,313;0,859;0,508;0,82;1,406;310,078;304,453;305,156;23,203;271,406;9,258;7,617;6,973;10,664;4,512;10,254;13,7500;0;0;0
